,연번,시설코드,대상 유형,근거법규,사회복지시설,"시설기관 
대분류","시설기관 
세분류",시설기관명,"사업자번호
(기관기호)",시설기관장,대표전화,대표메일,팩스,주소,운영주체,운영주체명,정원 (2026.6),현원 (2026.6),"VMS 
인증여부","가평SSN 
회원여부",아이디,비밀번호,담당자,연락처,직책,"담당자
메일",홈페이지,비고
,,,아동,아동복지법,Y,아동복지시설,지역아동센터,설악지역아동센터,? ,이미경,031-584-9459,mikyoung222@nate.com,,설악면 탐선길 16,개인,이미경,,,,,,,,,,,https://www.ion.or.kr/gpsa222,
,,,아동,아동복지법,Y,아동복지시설,지역아동센터,청평지역아동센터,? 132-80-14690,김순태,031-584-5963,khong3021@naver.com,031-584-5968,청평면 잠곡로 22,개인,김순태,,,,,,,,,,,https://ion.or.kr/khong3021,
,,,아동,아동복지법,Y,아동복지시설,지역아동센터,또래지역아동센터,? ,백오인,031-585-0477,isarang1024@hanmail.net,031-585-3683,"조종면 조종새싹로 49, 또래아이사랑교육센터 2층",개인,백오인,,,,,,,,,,,https://www.ion.or.kr/isarang1024,
,,,아동,아동복지법,Y,아동복지시설,학대피해아동쉼터,가평군 한울,,이재학,,,,비공개 운영,법인,가평군복지재단,7,,,,,,,,,,,학대피해아동 긴급분리 및 일시보호
,,,여성(가정),건강가정기본법,N,특정대상 맞춤형 통합서비스 제공기관,"가족센터 (건강가정지원센터, 다문화가족지원센터 통합)",가평군가족센터,132-82-80573,강성옥,031-582-9902,gp9902@naver.com,031-582-9903,"가평읍 보납로 33, 가평이음터 2층",법인,(사)가정을건강하게하는시민의모임,,,,,,,,,,,https://gapyeong.familynet.or.kr/center/index.do,
,,,여성(가정),가평군 여성비전센터 설치 및 운영조례,N,여성가족복지시설,여성회관,가평여성비젼센터,132-82-06966,최승수,031-8078-8081~2,? ,070-8250-1398,가평읍 문화로 131,공단,가평군시설관리공단,,,,,,,,,,,https://www.gpfmc.or.kr/page/selectPage.do?muNo=595,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,가평어린이집,829-82-00386,민병은,031-582-3069,minbe777@hanmail.net,031-581-3069,가평읍 가화로 163,국공립,재단법인 가평군복지재단,72,60,,,,,,,,,https://cafe.naver.com/gapyeongkids,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,가평자이어린이집,,김태희,031-581-1337,,301-581-1337,"가평읍 문화로 91, 104동 L층 (가평자이아파트)",국공립,가평군,25,19,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,아이편한어린이집,,정미영,031-582-1005,,,"가평읍 문화로 167, 101동 1층 (e편한세상가평퍼스트원)",국공립,가평군,29,19,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,설악어린이집,? ,안건해,031-584-5687,? ,031-584-5684,설악면 한서로 18-16,국공립,재단법인 가평군복지재단,59,45,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,청평새나래어린이집,? ,박정규,031-584-5844,pju6170@hanmail.net,,청평면 구청평로 58,국공립,재단법인 가평군복지재단,85,51,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,조종하나어린이집,? ,이은숙,031-585-1105,gcwf2210@daum.net,031-585-1175,조종면 조종희망로26번길 25,국공립,재단법인 가평군복지재단,62,61,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,북면어린이집,? ,박봉실,031-582-8357,pbsgoems71@naver.com,,북면 석장모루길 10,국공립,가평군,58,18,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,한석봉어린이집,? ,윤정규,031-581-1478,alindaeim@gmail.com,,가평읍 석봉로191번길 19,국공립,재단법인 가평군복지재단,70,65,,,,,,,,,http://hsbchildcare.kr/,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,보람어린이집,,신현영,031-585-6543,shy6312@hanmail.net,031-584-6543,상면 청군로 961-41,법인,사회복지법인 보람어린이집,59,16,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,맹호어린이집,? ,강현민,031-585-1133,meungho0229@naver.com,031-585-1131,조종면 청군로 1208,직장,육군 제7021부대,58,37,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,꿈에그린어린이집,? ,이미오,031-585-1002,mieero@hanmail.net,,조종면 청군로 1149,직장,육군 제7021부대,30,27,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,사랑의동산어린이집,? ,장인선,031-584-6057,dongsan6057@hanmail.net,031-585-7057,청평면 청평중앙로 39-1,법인·단체,대한예수교장로회(합동) 청평교회(청평장로교회),62,17,,,,,,,,,https://cafe.naver.com/lovedongsan,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,청평어린이집,132-89-03522,이명해,031-584-0237,? ,031-585-9925,청평면 잠곡로 59,법인·단체,청평장로교회(청평교회),49,20,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,꼬마별어린이집,? ,김미희,031-585-0037,? ,,"가평읍 가화로 223, 101동 106호 (에이원파란채)",가정,김미희,20,7,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,해든나라어린이집,? ,이성현,031-582-5795,? ,,"가평읍 중촌로 15-51, 102호 (에코아파트)",가정,박봉실,20,13,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,쁘띠베베어린이집,? ,박소현,031-584-1529,hoho8306@hanmail.net,031-585-1528,조종면 청군로 1319,가정,박소현,18,11,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,동화마을어린이집,? ,김복순,031-584-2513,lomakim@naver.com,031-584-2518,"설악면 신천중앙로120번길 20-45, B동 102호 (에코빌라)",가정,김복순,20,15,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,두손어린이집,132-80-08956,안혜원,031-582-6336,,031-582-6338,가평읍 정간내로19번길 22,민간,경지현,78,58,,,,,,,,,https://m.cafe.daum.net/gpdooson/_rec,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,남이섬어린이집,,탁재윤,031-581-8601,poisunee@naver.com,031-581-8602,가평읍 북한강변로 1007-34,직장,주식회사 남이섬,60,22,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,세종대왕어린이집,,김미정,031-585-3420,,031-585-3421,조종면 조종새싹로 64,민간,이명모,80,44,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,엔젤어린이집,,임수연,031-585-9170,angelyouto@hanmail.net,,조종면 연인산로 19-1,민간,임수연,39,16,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,예원어린이집,,이미숙,031-581-7292,,031-581-7545,가평읍 가화로 202,민간,이미숙,88,44,,,,,,,,,http://cafe.daum.net/kids…,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,청심어린이집,,황태연,031-589-9900,leejungeun0727@naver.com,031-589-9917,설악면 미사리로270번길 24,민간,백종민,34,27,,,,,,,,,https://cafe.naver.com/cjdtla9900,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,해맑은어린이집,,이경란,031-584-0661,,,청평면 강변나루로 54 청평삼성쉐르빌 관리동,민간,이경란,28,15,,,,,,,,,https://12454haemaleun.kidsnote.ac/home/main,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,홍익어린이집,315-80-04351,엄태연,031-581-2662,eomty78@naver.com,,가평읍 석봉로153번길 16,민간,김상국,98,40,,,,,,,,,,
,,,영유아,영유아보육법,Y,아동복지시설,영유아보육시설/어린이집,환두레어린이집,132-80-35792,박은종,031-582-8605,hwandoorae@naver.com,031-582-8607,가평읍 석봉로3번길 68-15,민간,탁재윤,48,14,,,,,,,,,,
,,,영유아,영유아보육법,Y,육아종합지원센터,육아종합지원센터,가평군육아종합지원센터,? 446-82-00371,이연희,031-8078-8100,isarang@gpicare.or.kr,031-8078-8400,"가평읍 석봉로191번길 19, 3층",법인,사회복지법인 사랑교육복지재단,,,,,,,,,,,www.gpicare.or.kr,
,,,의료복지,지역보건법,N,공공보건의료기관,보건소,가평군보건소,,장우진,031-582-2488,,,가평읍 가화로 155-18,가평군,가평군수,,,,,,,,,,,https://www.gp.go.kr/health/index.do,
,,,의료복지,지역보건법,N,공공보건의료기관,보건지소,북면보건지소,,,031-580-4293,,,북면 화악산로 23,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,지역보건법,N,공공보건의료기관,보건지소,상면보건지소,,,031-580-4194,,,상면 청군로 1099,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,지역보건법,N,공공보건의료기관,보건지소,설악면보건지소,,,031-580-4091,,,설악면 한서로 6,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,지역보건법,N,공공보건의료기관,보건지소,조종면보건지소,,,031-580-4242,,,조종면 조종내길 75,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,지역보건법,N,공공보건의료기관,보건지소,청평면보건지소,,,031-580-4142,,,청평면 은고개로 21,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,개곡리보건진료소,,,031-582-1191,,,가평읍 당목가일길 211-9,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,도대리보건진료소,,,031-582-0388,,,북면 가화로 2370-14,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,미사리보건진료소,,,031-584-4166,,,설악면 미사리로 629,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,방일리보건진료소,,,031-584-7051,,,설악면 양방가루재길 4-18,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,백둔리보건진료소,,,031-582-1011,,,북면 백둔로 417-9,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,산유리보건진료소,,,031-582-0294,,,가평읍 호반로 1799-8,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,삼회리보건진료소,,,031-584-2242,,,청평면 북한강로2010번길 18,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,상천리보건진료소,,,031-584-1795,,,청평면 수리재길 293-19,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,설곡리보건진료소,,,031-584-7771,,,설악면 봉미산안길7번길 1-6,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,운악리보건진료소,,,031-585-1128,,,조종면 현등사길 7-16,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,위곡리보건진료소,,,031-584-7205,,,설악면 한서로 227,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,율길리보건진료소,,,031-584-3494,,,상면 청군로 2043-15,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,임초리보건진료소,,,031-585-1736,,,상면 청군로 699,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,태봉리보건진료소,,,031-585-1568,,,상면 아랫벌길 11,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,농어촌 보건의료법,N,공공보건의료기관,보건진료소,화악리보건진료소,,,031-582-3011,,,북면 화악지암길 4,가평군,가평군수,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,가평온누리약국,,,031-581-8777,,,가평읍 가화로 113,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,가평중앙약국,,,031-581-7522,,,"가평읍 연인1길 1, 1층 (임내과의원)",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,메디칼약국,,,031-582-4999,,,"가평읍 장터3길 10, 1층",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,보명약국,,,031-582-7639,,,"가평읍 가화로 123, 1층",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,약손약국,,,031-582-9327,,,가평읍 정간내로 1,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,연인산약국,,,031-581-8362,,,가평읍 가화로 47,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,우림약국,,,031-582-5661,,,가평읍 가화로 155-19,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,은혜약국,,,031-582-6465,,,가평읍 연인길 3,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,조일약국,,,031-581-1718,,,가평읍 석봉로 224,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,한마음약국,,,031-582-2174,,,"가평읍 석봉로 198, 1층",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,한천당약국,,,031-582-4994,,,가평읍 가화로 118,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,감초온누리약국,,,031-585-1008,,,설악면 신천중앙로88번길 1,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,고향약국,,,031-584-1902,,,설악면 한서로 9,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,대성약국,,,031-584-1050,,,"설악면 신천중앙로 118, 상가 102호",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,설악약국,,,0507-1359-7652,,,설악면 미사리로540번길 51,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,용한약국,,,031-584-7322,,,설악면 신천중앙로132번길 3,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,효정약국,,,031-585-7639,,,"설악면 미사리로 267-181, 1층",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,굿모닝약국,,,031-585-4638,,,청평면 청평중앙로 45-1,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,란약국,,,031-581-0625,,,"청평면 경춘로 1401, 2층",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,종로약국,,,031-584-8716,,,청평면 청평중앙로 37-1,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,중앙약국,,,031-8078-7169,,,"청평면 청평중앙로 53, 1층",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,청평약국,,,031-584-0263,,,"청평면 청평중앙로 57, 1층",,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,프라자약국,,,031-584-0315,,,청평면 청평중앙로 35,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,행복한온누리약국,,,031-585-6897,,,청평면 청평중앙로 52,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,모범약국,,,031-585-9630,,,상면 청군로 696,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,서울프라자약국,,,031-585-1007,,,조종면 현창로38번길 4-1,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,우리약국,,,031-585-4599,,,조종면 현창로 37,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,현대약국,,,031-584-3524,,,조종면 현창로 41-1,,,,,,,,,,,,,,
,,,의료복지,약사법,N,보건의료기관,약국,단비약국,,,031-582-815,,,북면 화악산로 9,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,병원(정신),노체리안드리자애병원,,,031-589-0301,,,조종면 꽃동네길 46,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,병원,에이치제이매그놀리아국제병원,,,031-589-4300,,,설악면 미사리로 267-177,,,,,,,,,,,,,http://www.hjmmc.or.kr/,
,,,의료복지,의료법,N,의료시설,병원,가평산속요양병원,,,031-584-8900,,,상면 대보간선로 889,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,병원,가평푸른숲요양병원,,,1661-9099,,,상면 물골길 262-23,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,병원(정신),청평우리병원,,,031-585-5115,,,청평면 경춘로 791-11,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,병원,강변요양병원,,,031-582-8858,,,가평읍 북한강변로 160,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,병원(정신),에이치제이매그놀리아국제요양병원,,,031-589-4300,,,설악면 미사리로 267-177,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,병원,청평활명요양병원,,,031-584-0545,,,청평면 북한강로1604번길 64-28,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,가평사랑정형외과의원,,,031-581-6737,,,가평읍 정간내로 1,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,가평튼튼정형외과의원,,,031-581-7577,,,"가평읍 장터3길 10, 3~4층(가평메디컬센터)",,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,건유의원,,,031-581-7525,,,가평읍 가화로 47,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,라파정형외과의원,,,031-581-4561,,,가평읍 가화로 97-2,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,새희망마취통증의학과의원,,,031-581-7200,,,가평읍 가화로 113-1,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,서울가정의학과의원,,,031-581-7558,,,가평읍 가화로 121,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,성모의원,,,031-582-1833,,,가평읍 가화로 75,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,임내과의원,,,031-581-0675,,,"가평읍 연인1길 1, 2층",,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,천병철내과의원,,,031-582-0075,,,"가평읍 장터3길 10, 5층(가평메디컬센터)",,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,한림의원,,,031-581-8275,,,가평읍 석봉로 218,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,횃불의원,,,031-580-5119,,,가평읍 가화로 269,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,설악의원,,,031-585-8575,,,설악면 한서로 9,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,우리들의원,,,031-585-2533,,,설악면 신천중앙로88번길 1,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,한마음의원,,,031-584-1551,,,설악면 신천중앙로 118,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,강현철의원,,,031-584-1165,,,청평면 청평중앙로 51,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,상천신경과의원,,,031-585-8542,,,청평면 경춘로 1401,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,성민의원,,,031-584-7004,,,"청평면 청평중앙로 47, 2~3층",,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,소중한사람들의원,,,031-582-0191,,,청평면 큰갈월로 226,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,연세안과의원,,,031-582-3338,,,"청평면 청평중앙로 53-1, 3층",,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,지명관내과의원,,,031-585-6891,,,청평면 청평중앙로 52,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,청평연세의원,,,031-584-1895,,,청평면 청평중앙로 62,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,홍인의원,,,031-585-8275,,,청평면 청평중앙로 37-2,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,김외과의원,,,031-585-2200,,,조종면 현창로 39,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,맹호의원,,,031-585-5209,,,조종면 연등아랫길 20,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,현리 김창선의원,,,031-584-9677,,,"조종면 현창로38번길 4-1, 3층(",,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,의원,현리중앙의원,,,031-585-2559,,,조종면 현창로38번길 3,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과병원,에이치제이매그놀리아국제치과의원,,,031-589-4300,,031-589-4635,설악면 미사리로 267-177,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,가평본치과의원,,,031-585-7528,,031-585-2828,조종면 현창로38번길 4-1,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,뉴욕치과의원,,,031-585-9455,,031-585-9457,청평면 청평중앙로 50,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,류치과의원,,,031-582-6767,,031-582-6768,가평읍 가화로 112,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,서울마음치과의원,,,031-582-2882,,031-582-2883,가평읍 장터3길 10,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,서울베스트치과의원,,,031-581-8606,,031-581-8609,가평읍 가화로 138,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,서울연합치과의원,,,031-585-5421,,031-585-5429,청평면 청평중앙로 48,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,서울정성치과의원,,,031-584-2804,,031-584-2806,청평면 청평중앙로 52,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,서울치과의원,,,031-584-2875,,031-584-8880,조종면 현창로 37,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,신동미소 치과의원,,,031-585-2826,,031-585-2827,조종면 현창로 28-5,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,연세세브란스치과의원,,,031-584-2879,,031-584-2874,조종면 조종희망로 7,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,연세이사랑치과의원,,,031-581-2882,,031-581-2882,가평읍 연인2길 2,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,우리들치과의원,,,031-585-2875,,031-585-2862,설악면 신천중앙로 116,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,이편한치과의원,,,031-581-5421,,031-581-5429,가평읍 석봉로 192,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,제일부부치과의원,,,031-585-6200,,031-585-6201,청평면 청평중앙로 53,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,푸른치과의원,,,031-584-2872,,031-585-2772,조종면 현창로 26,,,,,,,,,,,,,,
,,,의료복지,의료법,N,의료시설,치과의원,현리명치과의원,,,031-584-2870,,031-584-2845,조종면 조종새싹로 2,,,,,,,,,,,,,,
,,,의료복지,치매관리법,N,지역사회정신건강증진시설,정신보건시설,가평군치매안심센터,,장우진,031-580-2849,,031-580-2559,가평읍 가화로 155-18,가평군,가평군보건소,,,,,,,,,,,https://gp.nid.or.kr/,
,,,의료복지,정신건강증진법,N,지역사회정신건강증진시설,정신보건시설,가평군정신건강복지센터,,김도훈,031-581-8881,gpmhc01@hanmail.net,031-581-8883,"가평읍 가화로 155-15, 정신건강복지센터 3층",법인,학교법인 한림대학교 춘천성심병원,,,,,,,,,,,www.gpmhc.com,
,,,일반,지자체 출자출연 기관의 운영에 관한 법률,N,가평군 출자출연기관,시군구 복지재단,가평군복지재단,335-82-00071,가평군수,031-582-2210,gcwf2210@daum.net,031-582-2213,"가평읍 문화로 131, 가평체육관 1층",법인,재단법인 가평군복지재단,,,,,,,,,,,www.gcwf.or.kr,
,,,일반,사회복지사업법,N,비영리 민간협력 법정단체,시군구 사회복지협의회,가평군사회복지협의회,245-82-00730,육도수,031-581-5818,gpcsw0527@naver.com,031-581-5814,"가평읍 가화로 33, 2층",법인,사회복지법인 가평군사회복지협의회,,,,,,,,,,,http://gpssn.or.kr/,
,,,일반,자원봉사활동기본법,N,비영리사단법인 운영시설,자원봉사센터,가평군자원봉사센터,,이명열,031-581-1365,gpvc1365@hanmail.net,031-581-7222,"가평읍 문화로 131, 신축스탠드 1층",법인,사단법인 가평군자원봉사센터,,,,,,,,,,,http://gpvc.org/,
,,,일반,사회보장법,N,지역사회보장 민관 거버넌스기구,시군구 지역사회보장협의체,가평군지역사회보장협의체,132-82-8456,"가평군수, 김구태",031-581-2518,gp050731@hanmail.net,031-581-2519,"가평읍 연인2길 13-8, 3층",법정단체,가평군지역사회보장협의체,,,,,,,,,,,http://gpcssc.com/,
,,,장애인(교통약자),개별법,N,무장애시설,5일장,"가평5일장 (5, 10일)",,,,,,가평읍 장터2길 10,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/13/2364413_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,공연장,가평문화예술회관,,,,,,가평읍 문화로 131,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,공연장,음악역 1939,,,,,,가평읍 석봉로 100,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/55/3357555_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,공원,호명호수공원,,,,,,청평면 상천리 산371-2,,,,,,,,,,,,,,
,,,장애인(교통약자),개별법,N,무장애시설,관광단지,W지우리조트,,,031-581-7770,,,가평읍 북한강변로 970-9,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/77/2500177_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,관광단지,산장관광지,,,,,,상면 덕현산장길 74 (상면),,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/90/3077290_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,농.산.어촌 체험,쁘띠프랑스,,,,,,청평면 호반로 1063,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/15/3423715_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,도립공원,연인산도립공원,,,,,,조종면,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/74/1591274_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,문화원,가평문화원,,,,,,가평읍 문화로 131,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/64/1785864_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,미술관/화랑,가일미술관,,,,,,청평면 북한강로 1549,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/89/1358589_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,미술관/화랑,남송미술관,,,,,,북면 백둔로 322,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/83/1591283_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,바/까페,가평양떼목장카페,,,,,,설악면 유명로 1209,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,바/까페,리버레인,,,,,,청평면 북한강로 2141,,,,,,,,,,,,,,
